desc_party,district_kr,date,count
Unaffiliated,98,2017-05-11,4981
Democratic,98,2017-05-11,2748
Republican,98,2017-05-11,3535
Libertarian,98,2017-05-11,109
Republican,98,2017-06-06,3531
Unaffiliated,98,2017-06-06,4992
Democratic,98,2017-06-06,2740
Libertarian,98,2017-06-06,109
Republican,98,2017-06-23,3522
Democratic,98,2017-06-23,2733
Unaffiliated,98,2017-06-23,5002
Libertarian,98,2017-06-23,111
Libertarian,98,2017-08-02,112
Democratic,98,2017-08-02,2732
Republican,98,2017-08-02,3521
Unaffiliated,98,2017-08-02,5053
Democratic,98,2017-09-01,2643
Unaffiliated,98,2017-09-01,4910
Republican,98,2017-09-01,3450
Libertarian,98,2017-09-01,108
Unaffiliated,98,2017-10-05,4941
Libertarian,98,2017-10-05,108
Republican,98,2017-10-05,3472
Democratic,98,2017-10-05,2651
Republican,98,2017-11-02,3481
Libertarian,98,2017-11-02,109
Democratic,98,2017-11-02,2655
Unaffiliated,98,2017-11-02,4947
Unaffiliated,98,2017-12-14,4971
Libertarian,98,2017-12-14,110
Democratic,98,2017-12-14,2650
Republican,98,2017-12-14,3484
Republican,99,2014-12-22,8857
Democratic,99,2014-12-22,2119
Unaffiliated,99,2014-12-22,4695
Libertarian,99,2014-12-22,101
Democratic,99,2015-06-11,2072
Unaffiliated,99,2015-06-11,4679
Libertarian,99,2015-06-11,100
Republican,99,2015-06-11,8725
Unaffiliated,99,2015-09-04,4835
Republican,99,2015-09-04,8761
Democratic,99,2015-09-04,2075
Libertarian,99,2015-09-04,102
Libertarian,99,2015-11-05,102
Republican,99,2015-11-05,8773
Unaffiliated,99,2015-11-05,4849
Democratic,99,2015-11-05,2090
Libertarian,99,2015-11-19,102
Unaffiliated,99,2015-11-19,4849
Republican,99,2015-11-19,8767
Democratic,99,2015-11-19,2094
Libertarian,99,2016-02-03,102
Unaffiliated,99,2016-02-03,4880
Republican,99,2016-02-03,8794
Democratic,99,2016-02-03,2120
Libertarian,99,2016-04-21,99
Democratic,99,2016-04-21,2262
Republican,99,2016-04-21,8879
Unaffiliated,99,2016-04-21,4929
Unaffiliated,99,2016-06-02,4987
Democratic,99,2016-06-02,2286
Libertarian,99,2016-06-02,97
Republican,99,2016-06-02,8948
Unaffiliated,99,2016-08-02,5062
Republican,99,2016-08-02,9040
Libertarian,99,2016-08-02,104
Democratic,99,2016-08-02,2317
Democratic,99,2016-10-06,2425
Unaffiliated,99,2016-10-06,5058
Republican,99,2016-10-06,9344
Libertarian,99,2016-10-06,118
Democratic,99,2017-01-12,2428
Unaffiliated,99,2017-01-12,5089
Republican,99,2017-01-12,9346
Libertarian,99,2017-01-12,132
Libertarian,99,2017-02-17,131
Unaffiliated,99,2017-02-17,5144
Republican,99,2017-02-17,9359
Democratic,99,2017-02-17,2443
Libertarian,99,2017-03-07,131
Democratic,99,2017-03-07,2448
Unaffiliated,99,2017-03-07,5165
Republican,99,2017-03-07,9349
Libertarian,99,2017-04-03,132
Unaffiliated,99,2017-04-03,5156
Democratic,99,2017-04-03,2449
Republican,99,2017-04-03,9336
Unaffiliated,99,2017-05-11,5225
Democratic,99,2017-05-11,2443
Republican,99,2017-05-11,9333
Libertarian,99,2017-05-11,132
Republican,99,2017-06-06,9348
Unaffiliated,99,2017-06-06,5245
Libertarian,99,2017-06-06,131
Democratic,99,2017-06-06,2444
Unaffiliated,99,2017-06-23,5262
Republican,99,2017-06-23,9337
Democratic,99,2017-06-23,2443
Libertarian,99,2017-06-23,133
Democratic,99,2017-08-02,2433
Unaffiliated,99,2017-08-02,5285
Libertarian,99,2017-08-02,133
Republican,99,2017-08-02,9315
Republican,99,2017-09-01,9218
Libertarian,99,2017-09-01,131
Unaffiliated,99,2017-09-01,5272
Democratic,99,2017-09-01,2423
Democratic,99,2017-10-05,2426
Republican,99,2017-10-05,9241
Unaffiliated,99,2017-10-05,5314
Libertarian,99,2017-10-05,129
Unaffiliated,99,2017-11-02,5331
Republican,99,2017-11-02,9232
Democratic,99,2017-11-02,2431
Libertarian,99,2017-11-02,130
Libertarian,99,2017-12-14,131
Unaffiliated,99,2017-12-14,5313
Democratic,99,2017-12-14,2414
Republican,99,2017-12-14,9187
Democratic,100,2014-12-22,2727
Republican,100,2014-12-22,8070
Unaffiliated,100,2014-12-22,4901
Libertarian,100,2014-12-22,100
Unaffiliated,100,2015-06-11,4923
Republican,100,2015-06-11,7923
Democratic,100,2015-06-11,2674
Libertarian,100,2015-06-11,103
Libertarian,100,2015-09-04,105
Democratic,100,2015-09-04,2658
Republican,100,2015-09-04,7921
Unaffiliated,100,2015-09-04,4972
Republican,100,2015-11-05,7883
Unaffiliated,100,2015-11-05,4948
Democratic,100,2015-11-05,2676
Libertarian,100,2015-11-05,100
Unaffiliated,100,2015-11-19,4906
Republican,100,2015-11-19,7870
Libertarian,100,2015-11-19,99
Democratic,100,2015-11-19,2662
Republican,100,2016-02-03,7865
Democratic,100,2016-02-03,2676
Unaffiliated,100,2016-02-03,4930
Libertarian,100,2016-02-03,97
Unaffiliated,100,2016-04-21,4868
Libertarian,100,2016-04-21,100
Republican,100,2016-04-21,7866
Democratic,100,2016-04-21,2880
Democratic,100,2016-06-02,2885
Republican,100,2016-06-02,7881
Unaffiliated,100,2016-06-02,4889
Libertarian,100,2016-06-02,99
Democratic,100,2016-08-02,2936
Republican,100,2016-08-02,7932
Libertarian,100,2016-08-02,103
Unaffiliated,100,2016-08-02,4965
Democratic,100,2016-10-06,3042
Republican,100,2016-10-06,8120
Libertarian,100,2016-10-06,111
Unaffiliated,100,2016-10-06,4894
Unaffiliated,100,2017-01-12,5069
Republican,100,2017-01-12,8181
Libertarian,100,2017-01-12,115
Democratic,100,2017-01-12,3040
Libertarian,100,2017-02-17,115
Democratic,100,2017-02-17,3039
Republican,100,2017-02-17,8190
Unaffiliated,100,2017-02-17,5102
Republican,100,2017-03-07,8191
Libertarian,100,2017-03-07,115
Democratic,100,2017-03-07,3035
Unaffiliated,100,2017-03-07,5105
Democratic,100,2017-04-03,3035
Unaffiliated,100,2017-04-03,5093
Libertarian,100,2017-04-03,116
Republican,100,2017-04-03,8180
Unaffiliated,100,2017-05-11,5151
Libertarian,100,2017-05-11,117
Democratic,100,2017-05-11,3033
Republican,100,2017-05-11,8172
Democratic,100,2017-06-06,3039
Unaffiliated,100,2017-06-06,5162
Libertarian,100,2017-06-06,118
Republican,100,2017-06-06,8180
Republican,100,2017-06-23,8189
Libertarian,100,2017-06-23,119
Unaffiliated,100,2017-06-23,5170
Democratic,100,2017-06-23,3029
Unaffiliated,100,2017-08-02,5141
Republican,100,2017-08-02,8166
Democratic,100,2017-08-02,3017
Libertarian,100,2017-08-02,120
Democratic,100,2017-09-01,2954
Unaffiliated,100,2017-09-01,5004
Libertarian,100,2017-09-01,116
Republican,100,2017-09-01,8021
Unaffiliated,100,2017-10-05,5037
Libertarian,100,2017-10-05,117
Democratic,100,2017-10-05,2965
Republican,100,2017-10-05,8001
Unaffiliated,100,2017-11-02,5011
Libertarian,100,2017-11-02,117
Republican,100,2017-11-02,7949
Democratic,100,2017-11-02,2958
Democratic,100,2017-12-14,2964
Libertarian,100,2017-12-14,117
Unaffiliated,100,2017-12-14,5028
Republican,100,2017-12-14,7956
Democratic,101,2014-12-22,2273
Unaffiliated,101,2014-12-22,4391
Libertarian,101,2014-12-22,87
Republican,101,2014-12-22,8229
Libertarian,101,2015-06-11,85
Unaffiliated,101,2015-06-11,4425
Democratic,101,2015-06-11,2248
Republican,101,2015-06-11,8240
Unaffiliated,101,2015-09-04,4455
Democratic,101,2015-09-04,2246
Republican,101,2015-09-04,8235
Libertarian,101,2015-09-04,83
Democratic,101,2015-11-05,2234
Libertarian,101,2015-11-05,84
Republican,101,2015-11-05,8233
Unaffiliated,101,2015-11-05,4473
Unaffiliated,101,2015-11-19,4448
Democratic,101,2015-11-19,2235
Libertarian,101,2015-11-19,85
Republican,101,2015-11-19,8216
Republican,101,2016-02-03,8227
Democratic,101,2016-02-03,2224
Libertarian,101,2016-02-03,83
Unaffiliated,101,2016-02-03,4459
Democratic,101,2016-04-21,2311
Republican,101,2016-04-21,8305
Libertarian,101,2016-04-21,76
Unaffiliated,101,2016-04-21,4459
Unaffiliated,101,2016-06-02,4486
Republican,101,2016-06-02,8349
Libertarian,101,2016-06-02,75
Democratic,101,2016-06-02,2286
Democratic,101,2016-08-02,2316
Libertarian,101,2016-08-02,74
Unaffiliated,101,2016-08-02,4499
Republican,101,2016-08-02,8461
Unaffiliated,101,2016-10-06,4378
Libertarian,101,2016-10-06,82
Republican,101,2016-10-06,8802
Democratic,101,2016-10-06,2391
Libertarian,101,2017-01-12,95
Republican,101,2017-01-12,8864
Democratic,101,2017-01-12,2367
Unaffiliated,101,2017-01-12,4536
Republican,101,2017-02-17,8870
Libertarian,101,2017-02-17,95
Unaffiliated,101,2017-02-17,4559
Democratic,101,2017-02-17,2361
Republican,101,2017-03-07,8863
Libertarian,101,2017-03-07,95
Democratic,101,2017-03-07,2357
Unaffiliated,101,2017-03-07,4564
Unaffiliated,101,2017-04-03,4570
Republican,101,2017-04-03,8866
Libertarian,101,2017-04-03,95
Democratic,101,2017-04-03,2356
Libertarian,101,2017-05-11,93
Democratic,101,2017-05-11,2352
Republican,101,2017-05-11,8846
Unaffiliated,101,2017-05-11,4589
Democratic,101,2017-06-06,2349
Unaffiliated,101,2017-06-06,4595
Republican,101,2017-06-06,8847
Libertarian,101,2017-06-06,93
Unaffiliated,101,2017-06-23,4577
Libertarian,101,2017-06-23,93
Democratic,101,2017-06-23,2345
Republican,101,2017-06-23,8828
Democratic,101,2017-08-02,2339
Libertarian,101,2017-08-02,94
Republican,101,2017-08-02,8830
Unaffiliated,101,2017-08-02,4600
Democratic,101,2017-09-01,2312
Libertarian,101,2017-09-01,91
Republican,101,2017-09-01,8734
Unaffiliated,101,2017-09-01,4518
Republican,101,2017-10-05,8744
Unaffiliated,101,2017-10-05,4538
Democratic,101,2017-10-05,2307
Libertarian,101,2017-10-05,92
Libertarian,101,2017-11-02,91
Unaffiliated,101,2017-11-02,4563
Republican,101,2017-11-02,8764
Democratic,101,2017-11-02,2304
Republican,101,2017-12-14,8776
Democratic,101,2017-12-14,2302
Libertarian,101,2017-12-14,88
Unaffiliated,101,2017-12-14,4587
Libertarian,102,2014-12-22,139
Democratic,102,2014-12-22,3344
Republican,102,2014-12-22,3834
Unaffiliated,102,2014-12-22,4762
Democratic,102,2015-06-11,3336
Unaffiliated,102,2015-06-11,4769
Republican,102,2015-06-11,3881
Libertarian,102,2015-06-11,142
Republican,102,2015-09-04,3780
Democratic,102,2015-09-04,3223
Unaffiliated,102,2015-09-04,4643
Libertarian,102,2015-09-04,138
Republican,102,2015-11-05,3728
Unaffiliated,102,2015-11-05,4605
Libertarian,102,2015-11-05,137
Democratic,102,2015-11-05,3206
Republican,102,2015-11-19,3729
Democratic,102,2015-11-19,3203
Unaffiliated,102,2015-11-19,4603
Libertarian,102,2015-11-19,136
Unaffiliated,102,2016-02-03,4518
Libertarian,102,2016-02-03,129
Democratic,102,2016-02-03,3172
Republican,102,2016-02-03,3697
Libertarian,102,2016-04-21,123
Unaffiliated,102,2016-04-21,4389
Democratic,102,2016-04-21,3283
Republican,102,2016-04-21,3748
Republican,102,2016-06-02,3790
Unaffiliated,102,2016-06-02,4364
Libertarian,102,2016-06-02,122
Democratic,102,2016-06-02,3231
Democratic,102,2016-08-02,3249
Republican,102,2016-08-02,3849
Unaffiliated,102,2016-08-02,4427
Libertarian,102,2016-08-02,125
Unaffiliated,102,2016-10-06,4266
Libertarian,102,2016-10-06,125
Democratic,102,2016-10-06,3312
Republican,102,2016-10-06,4028
Libertarian,102,2017-01-12,132
Democratic,102,2017-01-12,3279
Republican,102,2017-01-12,4052
Unaffiliated,102,2017-01-12,4335
Libertarian,102,2017-02-17,133
Unaffiliated,102,2017-02-17,4344
Democratic,102,2017-02-17,3284
Republican,102,2017-02-17,4054
Republican,102,2017-03-07,4057
Libertarian,102,2017-03-07,133
Democratic,102,2017-03-07,3276
Unaffiliated,102,2017-03-07,4346
Unaffiliated,102,2017-04-03,4347
Democratic,102,2017-04-03,3275
Libertarian,102,2017-04-03,135
Republican,102,2017-04-03,4058
Democratic,102,2017-05-11,3258
Republican,102,2017-05-11,4048
Libertarian,102,2017-05-11,138
Unaffiliated,102,2017-05-11,4337
Unaffiliated,102,2017-06-06,4342
Republican,102,2017-06-06,4044
Libertarian,102,2017-06-06,140
Democratic,102,2017-06-06,3252
Republican,102,2017-06-23,4023
Democratic,102,2017-06-23,3241
Unaffiliated,102,2017-06-23,4322
Libertarian,102,2017-06-23,140
Libertarian,102,2017-08-02,136
Unaffiliated,102,2017-08-02,4255
Democratic,102,2017-08-02,3217
Republican,102,2017-08-02,3995
Republican,102,2017-09-01,3982
Libertarian,102,2017-09-01,136
Unaffiliated,102,2017-09-01,4254
Democratic,102,2017-09-01,3208
Unaffiliated,102,2017-10-05,4274
Democratic,102,2017-10-05,3208
Libertarian,102,2017-10-05,136
Republican,102,2017-10-05,3972
Libertarian,102,2017-11-02,137
Democratic,102,2017-11-02,3203
Republican,102,2017-11-02,3970
Unaffiliated,102,2017-11-02,4278
Democratic,102,2017-12-14,3185
Libertarian,102,2017-12-14,138
Republican,102,2017-12-14,3946
Unaffiliated,102,2017-12-14,4287
Democratic,103,2014-12-22,2446
Unaffiliated,103,2014-12-22,3347
Libertarian,103,2014-12-22,68
Republican,103,2014-12-22,1373
Libertarian,103,2015-06-11,74
Republican,103,2015-06-11,1351
Democratic,103,2015-06-11,2362
Unaffiliated,103,2015-06-11,3312
Libertarian,103,2015-09-04,75
Unaffiliated,103,2015-09-04,3400
Democratic,103,2015-09-04,2392
Republican,103,2015-09-04,1364
Democratic,103,2015-11-05,2361
Republican,103,2015-11-05,1362
Libertarian,103,2015-11-05,79
Unaffiliated,103,2015-11-05,3388
Republican,103,2015-11-19,1348
Unaffiliated,103,2015-11-19,3331
Democratic,103,2015-11-19,2337
Libertarian,103,2015-11-19,78
Democratic,103,2016-02-03,2342
Libertarian,103,2016-02-03,82
Republican,103,2016-02-03,1345
Unaffiliated,103,2016-02-03,3326
Unaffiliated,103,2016-04-21,3277
Libertarian,103,2016-04-21,84
Democratic,103,2016-04-21,2483
Republican,103,2016-04-21,1357
Unaffiliated,103,2016-06-02,3282
Libertarian,103,2016-06-02,83
Republican,103,2016-06-02,1358
Democratic,103,2016-06-02,2482
Republican,103,2016-08-02,1356
Unaffiliated,103,2016-08-02,3322
Libertarian,103,2016-08-02,81
Democratic,103,2016-08-02,2528
Unaffiliated,103,2016-10-06,3351
Democratic,103,2016-10-06,2605
Libertarian,103,2016-10-06,85
Republican,103,2016-10-06,1416
Unaffiliated,103,2017-01-12,3505
Democratic,103,2017-01-12,2644
Republican,103,2017-01-12,1430
Libertarian,103,2017-01-12,91
Libertarian,103,2017-02-17,93
Democratic,103,2017-02-17,2659
Republican,103,2017-02-17,1447
Unaffiliated,103,2017-02-17,3532
Unaffiliated,103,2017-03-07,3543
Democratic,103,2017-03-07,2663
Republican,103,2017-03-07,1447
Libertarian,103,2017-03-07,93
Libertarian,103,2017-04-03,93
Democratic,103,2017-04-03,2658
Republican,103,2017-04-03,1442
Unaffiliated,103,2017-04-03,3554
Unaffiliated,103,2017-05-11,3582
Democratic,103,2017-05-11,2645
Libertarian,103,2017-05-11,93
Republican,103,2017-05-11,1436
Unaffiliated,103,2017-06-06,3583
Republican,103,2017-06-06,1437
Libertarian,103,2017-06-06,92
Democratic,103,2017-06-06,2641
Democratic,103,2017-06-23,2643
Unaffiliated,103,2017-06-23,3603
Libertarian,103,2017-06-23,89
Republican,103,2017-06-23,1445
Republican,103,2017-08-02,1448
Democratic,103,2017-08-02,2632
Libertarian,103,2017-08-02,88
Unaffiliated,103,2017-08-02,3595
Democratic,103,2017-09-01,2546
Unaffiliated,103,2017-09-01,3439
Republican,103,2017-09-01,1374
Libertarian,103,2017-09-01,80
Democratic,103,2017-10-05,2521
Libertarian,103,2017-10-05,80
Unaffiliated,103,2017-10-05,3427
Republican,103,2017-10-05,1371
Libertarian,103,2017-11-02,77
Unaffiliated,103,2017-11-02,3437
Democratic,103,2017-11-02,2521
Republican,103,2017-11-02,1376
Unaffiliated,103,2017-12-14,3482
Republican,103,2017-12-14,1377
Libertarian,103,2017-12-14,76
Democratic,103,2017-12-14,2526
Republican,104,2014-12-22,8861
Democratic,104,2014-12-22,3694
Libertarian,104,2014-12-22,91
Unaffiliated,104,2014-12-22,4516
Libertarian,104,2015-06-11,92
Democratic,104,2015-06-11,3697
Unaffiliated,104,2015-06-11,4594
Republican,104,2015-06-11,8879
Republican,104,2015-09-04,8728
Unaffiliated,104,2015-09-04,4550
Libertarian,104,2015-09-04,90
Democratic,104,2015-09-04,3653
Democratic,104,2015-11-05,3596
Unaffiliated,104,2015-11-05,4508
Republican,104,2015-11-05,8621
Libertarian,104,2015-11-05,90
Unaffiliated,104,2015-11-19,4506
Libertarian,104,2015-11-19,93
Democratic,104,2015-11-19,3591
Republican,104,2015-11-19,8616
Republican,104,2016-02-03,8560
Libertarian,104,2016-02-03,92
Unaffiliated,104,2016-02-03,4445
Democratic,104,2016-02-03,3572
Democratic,104,2016-04-21,3653
Unaffiliated,104,2016-04-21,4418
Libertarian,104,2016-04-21,94
Republican,104,2016-04-21,8601
Libertarian,104,2016-06-02,95
Unaffiliated,104,2016-06-02,4397
Democratic,104,2016-06-02,3553
Republican,104,2016-06-02,8675
Libertarian,104,2016-08-02,97
Republican,104,2016-08-02,8793
Unaffiliated,104,2016-08-02,4438
Democratic,104,2016-08-02,3548
Democratic,104,2016-10-06,3606
Libertarian,104,2016-10-06,97
Republican,104,2016-10-06,9226
Unaffiliated,104,2016-10-06,4133
Libertarian,104,2017-01-12,103
Unaffiliated,104,2017-01-12,4215
Democratic,104,2017-01-12,3582
Republican,104,2017-01-12,9273
Libertarian,104,2017-02-17,103
Democratic,104,2017-02-17,3579
Unaffiliated,104,2017-02-17,4252
Republican,104,2017-02-17,9271
Republican,104,2017-03-07,9259
Democratic,104,2017-03-07,3567
Libertarian,104,2017-03-07,104
Unaffiliated,104,2017-03-07,4259
Democratic,104,2017-04-03,3561
Republican,104,2017-04-03,9245
Unaffiliated,104,2017-04-03,4269
Libertarian,104,2017-04-03,104
Republican,104,2017-05-11,9219
Unaffiliated,104,2017-05-11,4255
Libertarian,104,2017-05-11,105
Democratic,104,2017-05-11,3548
Democratic,104,2017-06-06,3542
Republican,104,2017-06-06,9214
Libertarian,104,2017-06-06,104
Unaffiliated,104,2017-06-06,4254
Libertarian,104,2017-06-23,105
Republican,104,2017-06-23,9190
Unaffiliated,104,2017-06-23,4242
Democratic,104,2017-06-23,3535
Republican,104,2017-08-02,9145
Libertarian,104,2017-08-02,108
Unaffiliated,104,2017-08-02,4306
Democratic,104,2017-08-02,3546
Unaffiliated,104,2017-09-01,4300
Libertarian,104,2017-09-01,107
Republican,104,2017-09-01,9101
Democratic,104,2017-09-01,3534
Unaffiliated,104,2017-10-05,4323
Libertarian,104,2017-10-05,107
Republican,104,2017-10-05,9076
Democratic,104,2017-10-05,3531
Republican,104,2017-11-02,9062
Libertarian,104,2017-11-02,105
Unaffiliated,104,2017-11-02,4331
Democratic,104,2017-11-02,3527
Democratic,104,2017-12-14,3511
Unaffiliated,104,2017-12-14,4339
Libertarian,104,2017-12-14,108
Republican,104,2017-12-14,9056
Unaffiliated,105,2014-12-22,4754
Libertarian,105,2014-12-22,129
Republican,105,2014-12-22,5108
Democratic,105,2014-12-22,2935
Republican,105,2015-06-11,4968
Unaffiliated,105,2015-06-11,4667
Libertarian,105,2015-06-11,129
Democratic,105,2015-06-11,2841
Republican,105,2015-09-04,4943
Libertarian,105,2015-09-04,132
Democratic,105,2015-09-04,2830
Unaffiliated,105,2015-09-04,4763
Republican,105,2015-11-05,4914
Unaffiliated,105,2015-11-05,4739
Libertarian,105,2015-11-05,131
Democratic,105,2015-11-05,2839
Libertarian,105,2015-11-19,132
Unaffiliated,105,2015-11-19,4684
Democratic,105,2015-11-19,2832
Republican,105,2015-11-19,4903
Republican,105,2016-02-03,4912
Unaffiliated,105,2016-02-03,4711
Libertarian,105,2016-02-03,134
Democratic,105,2016-02-03,2840
Unaffiliated,105,2016-04-21,4704
Republican,105,2016-04-21,4982
Democratic,105,2016-04-21,3025
Libertarian,105,2016-04-21,123
Republican,105,2016-06-02,4978
Libertarian,105,2016-06-02,125
Unaffiliated,105,2016-06-02,4729
Democratic,105,2016-06-02,3022
Libertarian,105,2016-08-02,124
Republican,105,2016-08-02,5024
Unaffiliated,105,2016-08-02,4766
Democratic,105,2016-08-02,3082
Unaffiliated,105,2016-10-06,4739
Libertarian,105,2016-10-06,129
Republican,105,2016-10-06,5143
Democratic,105,2016-10-06,3152
Democratic,105,2017-01-12,3169
Republican,105,2017-01-12,5153
Unaffiliated,105,2017-01-12,4917
Libertarian,105,2017-01-12,146
Unaffiliated,105,2017-02-17,4951
Republican,105,2017-02-17,5173
Democratic,105,2017-02-17,3150
Libertarian,105,2017-02-17,148
Republican,105,2017-03-07,5176
Libertarian,105,2017-03-07,147
Democratic,105,2017-03-07,3152
Unaffiliated,105,2017-03-07,4963
Republican,105,2017-04-03,5172
Democratic,105,2017-04-03,3138
Unaffiliated,105,2017-04-03,4957
Libertarian,105,2017-04-03,146
Republican,105,2017-05-11,5171
Unaffiliated,105,2017-05-11,4979
Libertarian,105,2017-05-11,149
Democratic,105,2017-05-11,3132
Libertarian,105,2017-06-06,149
Unaffiliated,105,2017-06-06,5003
Democratic,105,2017-06-06,3128
Republican,105,2017-06-06,5182
Democratic,105,2017-06-23,3140
Republican,105,2017-06-23,5192
Libertarian,105,2017-06-23,149
Unaffiliated,105,2017-06-23,5020
Unaffiliated,105,2017-08-02,5073
Republican,105,2017-08-02,5185
Libertarian,105,2017-08-02,149
Democratic,105,2017-08-02,3150
Democratic,105,2017-09-01,3091
Unaffiliated,105,2017-09-01,4924
Republican,105,2017-09-01,5102
Libertarian,105,2017-09-01,144
Libertarian,105,2017-10-05,143
Unaffiliated,105,2017-10-05,4935
Democratic,105,2017-10-05,3102
Republican,105,2017-10-05,5113
Unaffiliated,105,2017-11-02,4928
Democratic,105,2017-11-02,3088
Republican,105,2017-11-02,5096
Libertarian,105,2017-11-02,142
Republican,105,2017-12-14,5079
Libertarian,105,2017-12-14,139
Democratic,105,2017-12-14,3074
Unaffiliated,105,2017-12-14,4953
Democratic,106,2014-12-22,2557
Unaffiliated,106,2014-12-22,3034
Libertarian,106,2014-12-22,56
Republican,106,2014-12-22,9306
Republican,106,2015-06-11,9149
Unaffiliated,106,2015-06-11,3010
Democratic,106,2015-06-11,2492
Libertarian,106,2015-06-11,53
Libertarian,106,2015-09-04,51
Democratic,106,2015-09-04,2482
Republican,106,2015-09-04,9121
Unaffiliated,106,2015-09-04,3008
Libertarian,106,2015-11-05,51
Unaffiliated,106,2015-11-05,3018
Democratic,106,2015-11-05,2485
Republican,106,2015-11-05,9110
Unaffiliated,106,2015-11-19,3023
Democratic,106,2015-11-19,2482
Republican,106,2015-11-19,9114
Libertarian,106,2015-11-19,51
Democratic,106,2016-02-03,2458
Libertarian,106,2016-02-03,48
Unaffiliated,106,2016-02-03,3030
Republican,106,2016-02-03,9113
Democratic,106,2016-04-21,2364
Republican,106,2016-04-21,8865
Unaffiliated,106,2016-04-21,2840
Libertarian,106,2016-04-21,48
Republican,106,2016-06-02,8838
Libertarian,106,2016-06-02,50
Unaffiliated,106,2016-06-02,2847
Democratic,106,2016-06-02,2341
Unaffiliated,106,2016-08-02,2883
Republican,106,2016-08-02,8914
Libertarian,106,2016-08-02,52
Democratic,106,2016-08-02,2349
Unaffiliated,106,2016-10-06,2730
Republican,106,2016-10-06,9100
Libertarian,106,2016-10-06,50
Democratic,106,2016-10-06,2356
Unaffiliated,106,2017-01-12,2825
Libertarian,106,2017-01-12,63
Republican,106,2017-01-12,9182
Democratic,106,2017-01-12,2359
Republican,106,2017-02-17,9157
Democratic,106,2017-02-17,2347
Unaffiliated,106,2017-02-17,2832
Libertarian,106,2017-02-17,63
Republican,106,2017-03-07,9158
Unaffiliated,106,2017-03-07,2838
Libertarian,106,2017-03-07,63
Democratic,106,2017-03-07,2345
Libertarian,106,2017-04-03,63
Republican,106,2017-04-03,9147
Unaffiliated,106,2017-04-03,2839
Democratic,106,2017-04-03,2340
Libertarian,106,2017-05-11,61
Republican,106,2017-05-11,9121
Democratic,106,2017-05-11,2319
Unaffiliated,106,2017-05-11,2841
Libertarian,106,2017-06-06,61
Unaffiliated,106,2017-06-06,2805
Democratic,106,2017-06-06,2307
Republican,106,2017-06-06,9060
Unaffiliated,106,2017-06-23,2813
Republican,106,2017-06-23,9051
Democratic,106,2017-06-23,2305
Libertarian,106,2017-06-23,61
Unaffiliated,106,2017-08-02,2820
Democratic,106,2017-08-02,2292
Republican,106,2017-08-02,9036
Libertarian,106,2017-08-02,61
Republican,106,2017-09-01,9025
Unaffiliated,106,2017-09-01,2819
Democratic,106,2017-09-01,2293
Libertarian,106,2017-09-01,61
Libertarian,106,2017-10-05,61
Republican,106,2017-10-05,9019
Unaffiliated,106,2017-10-05,2832
Democratic,106,2017-10-05,2293
Democratic,106,2017-11-02,2288
Libertarian,106,2017-11-02,61
Unaffiliated,106,2017-11-02,2847
Republican,106,2017-11-02,9010
Unaffiliated,106,2017-12-14,2861
Republican,106,2017-12-14,9005
Libertarian,106,2017-12-14,63
Democratic,106,2017-12-14,2289
Libertarian,107,2014-12-22,88
Republican,107,2014-12-22,9355
Democratic,107,2014-12-22,2321
Unaffiliated,107,2014-12-22,3559
Libertarian,107,2015-06-11,90
Unaffiliated,107,2015-06-11,3575
Republican,107,2015-06-11,9252
Democratic,107,2015-06-11,2270
Unaffiliated,107,2015-09-04,3573
Republican,107,2015-09-04,9190
Democratic,107,2015-09-04,2250
Libertarian,107,2015-09-04,89
Libertarian,107,2015-11-05,88
Unaffiliated,107,2015-11-05,3557
Republican,107,2015-11-05,9164
Democratic,107,2015-11-05,2240
Democratic,107,2015-11-19,2239
Unaffiliated,107,2015-11-19,3564
Republican,107,2015-11-19,9158
Libertarian,107,2015-11-19,89
Unaffiliated,107,2016-02-03,3575
Republican,107,2016-02-03,9127
Libertarian,107,2016-02-03,89
Democratic,107,2016-02-03,2223
Republican,107,2016-04-21,9109
Democratic,107,2016-04-21,2246
Unaffiliated,107,2016-04-21,3558
Libertarian,107,2016-04-21,90
Unaffiliated,107,2016-06-02,3549
Democratic,107,2016-06-02,2215
Republican,107,2016-06-02,9079
Libertarian,107,2016-06-02,93
Republican,107,2016-08-02,9134
Democratic,107,2016-08-02,2230
Libertarian,107,2016-08-02,97
Unaffiliated,107,2016-08-02,3550
Unaffiliated,107,2016-10-06,3400
Democratic,107,2016-10-06,2229
Libertarian,107,2016-10-06,100
Republican,107,2016-10-06,9348
Republican,107,2017-01-12,9368
Democratic,107,2017-01-12,2211
Unaffiliated,107,2017-01-12,3440
Libertarian,107,2017-01-12,105
Republican,107,2017-02-17,9366
Democratic,107,2017-02-17,2211
Libertarian,107,2017-02-17,105
Unaffiliated,107,2017-02-17,3446
Republican,107,2017-03-07,9352
Democratic,107,2017-03-07,2206
Unaffiliated,107,2017-03-07,3441
Libertarian,107,2017-03-07,105
Unaffiliated,107,2017-04-03,3414
Republican,107,2017-04-03,9313
Democratic,107,2017-04-03,2196
Libertarian,107,2017-04-03,104
Republican,107,2017-05-11,9295
Democratic,107,2017-05-11,2189
Unaffiliated,107,2017-05-11,3406
Libertarian,107,2017-05-11,104
Libertarian,107,2017-06-06,104
Republican,107,2017-06-06,8774
Unaffiliated,107,2017-06-06,3236
