desc_party,county,date,count
Democratic,Clay,2017-12-14,579
Libertarian,Clay,2017-12-14,42
Republican,Clay,2017-12-14,3769
Unaffiliated,Clay,2017-12-14,1217
Democratic,Cloud,2017-12-14,985
Libertarian,Cloud,2017-12-14,46
Republican,Cloud,2017-12-14,3468
Unaffiliated,Cloud,2017-12-14,1383
Democratic,Coffey,2017-12-14,896
Libertarian,Coffey,2017-12-14,42
Republican,Coffey,2017-12-14,3658
Unaffiliated,Coffey,2017-12-14,1401
Democratic,Comanche,2017-12-14,149
Libertarian,Comanche,2017-12-14,4
Republican,Comanche,2017-12-14,808
Unaffiliated,Comanche,2017-12-14,115
Democratic,Cowley,2017-12-14,4538
Libertarian,Cowley,2017-12-14,128
Republican,Cowley,2017-12-14,9395
Unaffiliated,Cowley,2017-12-14,5191
Democratic,Crawford,2017-12-14,7870
Libertarian,Crawford,2017-12-14,207
Republican,Crawford,2017-12-14,8108
Unaffiliated,Crawford,2017-12-14,9166
Democratic,Decatur,2017-12-14,273
Libertarian,Decatur,2017-12-14,8
Republican,Decatur,2017-12-14,1449
Unaffiliated,Decatur,2017-12-14,386
Democratic,Dickinson,2017-12-14,1807
Libertarian,Dickinson,2017-12-14,111
Republican,Dickinson,2017-12-14,7275
Unaffiliated,Dickinson,2017-12-14,3383
Democratic,Doniphan,2017-12-14,720
Libertarian,Doniphan,2017-12-14,28
Republican,Doniphan,2017-12-14,2866
Unaffiliated,Doniphan,2017-12-14,1341
Democratic,Douglas,2017-12-14,27633
Libertarian,Douglas,2017-12-14,870
Republican,Douglas,2017-12-14,20292
Unaffiliated,Douglas,2017-12-14,25956
Democratic,Edwards,2017-12-14,289
Libertarian,Edwards,2017-12-14,11
Republican,Edwards,2017-12-14,1214
Unaffiliated,Edwards,2017-12-14,383
Democratic,Elk,2017-12-14,330
Libertarian,Elk,2017-12-14,7
Republican,Elk,2017-12-14,1138
Unaffiliated,Elk,2017-12-14,321
Democratic,Ellis,2017-12-14,4008
Libertarian,Ellis,2017-12-14,169
Republican,Ellis,2017-12-14,8373
Unaffiliated,Ellis,2017-12-14,4679
Democratic,Ellsworth,2017-12-14,819
Libertarian,Ellsworth,2017-12-14,19
Republican,Ellsworth,2017-12-14,2353
Unaffiliated,Ellsworth,2017-12-14,931
Democratic,Finney,2017-12-14,4146
Libertarian,Finney,2017-12-14,174
Republican,Finney,2017-12-14,8432
Unaffiliated,Finney,2017-12-14,7034
Democratic,Ford,2017-12-14,3396
Libertarian,Ford,2017-12-14,146
Republican,Ford,2017-12-14,6280
Unaffiliated,Ford,2017-12-14,5027
Democratic,Franklin,2017-12-14,3715
Libertarian,Franklin,2017-12-14,198
Republican,Franklin,2017-12-14,8947
Unaffiliated,Franklin,2017-12-14,5346
Democratic,Geary,2017-12-14,4442
Libertarian,Geary,2017-12-14,151
Republican,Geary,2017-12-14,5951
Unaffiliated,Geary,2017-12-14,5690
Democratic,Gove,2017-12-14,261
Libertarian,Gove,2017-12-14,3
Republican,Gove,2017-12-14,1261
Unaffiliated,Gove,2017-12-14,319
Democratic,Graham,2017-12-14,223
Libertarian,Graham,2017-12-14,13
Republican,Graham,2017-12-14,1286
Unaffiliated,Graham,2017-12-14,265
Democratic,Grant,2017-12-14,492
Libertarian,Grant,2017-12-14,31
Republican,Grant,2017-12-14,2228
Unaffiliated,Grant,2017-12-14,825
Democratic,Gray,2017-12-14,444
Libertarian,Gray,2017-12-14,31
Republican,Gray,2017-12-14,1830
Unaffiliated,Gray,2017-12-14,679
Democratic,Greeley,2017-12-14,49
Libertarian,Greeley,2017-12-14,1
Republican,Greeley,2017-12-14,720
Unaffiliated,Greeley,2017-12-14,92
Democratic,Greenwood,2017-12-14,592
Libertarian,Greenwood,2017-12-14,16
Republican,Greenwood,2017-12-14,2637
Unaffiliated,Greenwood,2017-12-14,1580
Democratic,Hamilton,2017-12-14,140
Libertarian,Hamilton,2017-12-14,9
Republican,Hamilton,2017-12-14,884
Unaffiliated,Hamilton,2017-12-14,256
Democratic,Harper,2017-12-14,645
Libertarian,Harper,2017-12-14,25
Republican,Harper,2017-12-14,2454
Unaffiliated,Harper,2017-12-14,953
Democratic,Harvey,2017-12-14,4270
Libertarian,Harvey,2017-12-14,167
Republican,Harvey,2017-12-14,10675
Unaffiliated,Harvey,2017-12-14,5910
Democratic,Haskell,2017-12-14,275
Libertarian,Haskell,2017-12-14,6
Republican,Haskell,2017-12-14,1511
Unaffiliated,Haskell,2017-12-14,573
Democratic,Hodgeman,2017-12-14,183
Libertarian,Hodgeman,2017-12-14,1
Republican,Hodgeman,2017-12-14,989
Unaffiliated,Hodgeman,2017-12-14,230
Democratic,Jackson,2017-12-14,1797
Libertarian,Jackson,2017-12-14,45
Republican,Jackson,2017-12-14,4055
Unaffiliated,Jackson,2017-12-14,2406
Democratic,Jefferson,2017-12-14,2830
Libertarian,Jefferson,2017-12-14,103
Republican,Jefferson,2017-12-14,6064
Unaffiliated,Jefferson,2017-12-14,4454
Democratic,Jewell,2017-12-14,231
Libertarian,Jewell,2017-12-14,15
Republican,Jewell,2017-12-14,1433
Unaffiliated,Jewell,2017-12-14,459
Democratic,Johnson,2017-12-14,97177
Libertarian,Johnson,2017-12-14,4210
Republican,Johnson,2017-12-14,178633
Unaffiliated,Johnson,2017-12-14,118637
Democratic,Kearny,2017-12-14,279
Libertarian,Kearny,2017-12-14,8
Republican,Kearny,2017-12-14,1346
Unaffiliated,Kearny,2017-12-14,489
Democratic,Kingman,2017-12-14,780
Libertarian,Kingman,2017-12-14,32
Republican,Kingman,2017-12-14,2798
Unaffiliated,Kingman,2017-12-14,1076
Democratic,Kiowa,2017-12-14,140
Libertarian,Kiowa,2017-12-14,10
Republican,Kiowa,2017-12-14,1031
Unaffiliated,Kiowa,2017-12-14,169
Democratic,Labette,2017-12-14,3056
Libertarian,Labette,2017-12-14,89
Republican,Labette,2017-12-14,5236
Unaffiliated,Labette,2017-12-14,5007
Democratic,Lane,2017-12-14,147
Libertarian,Lane,2017-12-14,8
Republican,Lane,2017-12-14,930
Unaffiliated,Lane,2017-12-14,217
Democratic,Leavenworth,2017-12-14,10725
Libertarian,Leavenworth,2017-12-14,372
Republican,Leavenworth,2017-12-14,17059
Unaffiliated,Leavenworth,2017-12-14,15017
Democratic,Lincoln,2017-12-14,249
Libertarian,Lincoln,2017-12-14,26
Republican,Lincoln,2017-12-14,1423
Unaffiliated,Lincoln,2017-12-14,413
Democratic,Linn,2017-12-14,1149
Libertarian,Linn,2017-12-14,62
Republican,Linn,2017-12-14,3767
Unaffiliated,Linn,2017-12-14,1834
Democratic,Logan,2017-12-14,203
Libertarian,Logan,2017-12-14,8
Republican,Logan,2017-12-14,1391
Unaffiliated,Logan,2017-12-14,293
Democratic,Lyon,2017-12-14,4775
Libertarian,Lyon,2017-12-14,179
Republican,Lyon,2017-12-14,7538
Unaffiliated,Lyon,2017-12-14,7066
Democratic,Marion,2017-12-14,1082
Libertarian,Marion,2017-12-14,37
Republican,Marion,2017-12-14,4820
Unaffiliated,Marion,2017-12-14,1962
Democratic,Marshall,2017-12-14,1446
Libertarian,Marshall,2017-12-14,34
Republican,Marshall,2017-12-14,3293
Unaffiliated,Marshall,2017-12-14,1690
Democratic,McPherson,2017-12-14,2659
Libertarian,McPherson,2017-12-14,143
Republican,McPherson,2017-12-14,9991
Unaffiliated,McPherson,2017-12-14,4140
Democratic,Meade,2017-12-14,347
Libertarian,Meade,2017-12-14,16
Republican,Meade,2017-12-14,2184
Unaffiliated,Meade,2017-12-14,639
Democratic,Miami,2017-12-14,4430
Libertarian,Miami,2017-12-14,219
Republican,Miami,2017-12-14,10794
Unaffiliated,Miami,2017-12-14,7271
Democratic,Mitchell,2017-12-14,621
Libertarian,Mitchell,2017-12-14,13
Republican,Mitchell,2017-12-14,2579
Unaffiliated,Mitchell,2017-12-14,860
Democratic,Montgomery,2017-12-14,4165
Libertarian,Montgomery,2017-12-14,171
Republican,Montgomery,2017-12-14,10049
Unaffiliated,Montgomery,2017-12-14,4662
Democratic,Morris,2017-12-14,662
Libertarian,Morris,2017-12-14,29
Republican,Morris,2017-12-14,2125
Unaffiliated,Morris,2017-12-14,942
Democratic,Morton,2017-12-14,253
Libertarian,Morton,2017-12-14,10
Republican,Morton,2017-12-14,1336
Unaffiliated,Morton,2017-12-14,334
Democratic,Nemaha,2017-12-14,1434
Libertarian,Nemaha,2017-12-14,42
Republican,Nemaha,2017-12-14,3843
Unaffiliated,Nemaha,2017-12-14,1865
Democratic,Neosho,2017-12-14,2284
Libertarian,Neosho,2017-12-14,111
Republican,Neosho,2017-12-14,5250
Unaffiliated,Neosho,2017-12-14,3886
Democratic,Ness,2017-12-14,294
Libertarian,Ness,2017-12-14,6
Republican,Ness,2017-12-14,1330
Unaffiliated,Ness,2017-12-14,310
Democratic,Norton,2017-12-14,395
Libertarian,Norton,2017-12-14,15
Republican,Norton,2017-12-14,2185
Unaffiliated,Norton,2017-12-14,720
Democratic,Osage,2017-12-14,2215
Libertarian,Osage,2017-12-14,101
Republican,Osage,2017-12-14,5362
Unaffiliated,Osage,2017-12-14,3347
Democratic,Osborne,2017-12-14,441
Libertarian,Osborne,2017-12-14,14
Republican,Osborne,2017-12-14,1637
Unaffiliated,Osborne,2017-12-14,620
Democratic,Ottawa,2017-12-14,500
Libertarian,Ottawa,2017-12-14,38
Republican,Ottawa,2017-12-14,2682
Unaffiliated,Ottawa,2017-12-14,1043
Democratic,Pawnee,2017-12-14,705
Libertarian,Pawnee,2017-12-14,19
Republican,Pawnee,2017-12-14,2308
Unaffiliated,Pawnee,2017-12-14,807
Democratic,Phillips,2017-12-14,329
Libertarian,Phillips,2017-12-14,12
Republican,Phillips,2017-12-14,2727
Unaffiliated,Phillips,2017-12-14,547
Democratic,Pottawatomie,2017-12-14,2061
Libertarian,Pottawatomie,2017-12-14,115
Republican,Pottawatomie,2017-12-14,9104
Unaffiliated,Pottawatomie,2017-12-14,3561
Democratic,Pratt,2017-12-14,800
Libertarian,Pratt,2017-12-14,44
Republican,Pratt,2017-12-14,3440
Unaffiliated,Pratt,2017-12-14,816
Democratic,Rawlins,2017-12-14,233
Libertarian,Rawlins,2017-12-14,12
Republican,Rawlins,2017-12-14,1497
Unaffiliated,Rawlins,2017-12-14,353
Democratic,Reno,2017-12-14,8969
Libertarian,Reno,2017-12-14,355
Republican,Reno,2017-12-14,19385
Unaffiliated,Reno,2017-12-14,11994
Democratic,Republic,2017-12-14,464
Libertarian,Republic,2017-12-14,12
Republican,Republic,2017-12-14,2433
Unaffiliated,Republic,2017-12-14,628
Democratic,Rice,2017-12-14,871
Libertarian,Rice,2017-12-14,48
Republican,Rice,2017-12-14,3178
Unaffiliated,Rice,2017-12-14,1246
Democratic,Riley,2017-12-14,8007
Libertarian,Riley,2017-12-14,425
Republican,Riley,2017-12-14,14116
Unaffiliated,Riley,2017-12-14,10755
Democratic,Rooks,2017-12-14,384
Libertarian,Rooks,2017-12-14,11
Republican,Rooks,2017-12-14,2431
Unaffiliated,Rooks,2017-12-14,642
Democratic,Rush,2017-12-14,319
Libertarian,Rush,2017-12-14,15
Republican,Rush,2017-12-14,1393
Unaffiliated,Rush,2017-12-14,376
Democratic,Russell,2017-12-14,667
Libertarian,Russell,2017-12-14,26
Republican,Russell,2017-12-14,2949
Unaffiliated,Russell,2017-12-14,836
Democratic,Saline,2017-12-14,6716
Libertarian,Saline,2017-12-14,383
Republican,Saline,2017-12-14,16296
Unaffiliated,Saline,2017-12-14,12281
Democratic,Scott,2017-12-14,286
Libertarian,Scott,2017-12-14,18
Republican,Scott,2017-12-14,2302
Unaffiliated,Scott,2017-12-14,693
Democratic,Sedgwick,2017-12-14,69136
Libertarian,Sedgwick,2017-12-14,2516
Republican,Sedgwick,2017-12-14,113184
Unaffiliated,Sedgwick,2017-12-14,105379
Democratic,Seward,2017-12-14,2026
Libertarian,Seward,2017-12-14,111
Republican,Seward,2017-12-14,4533
Unaffiliated,Seward,2017-12-14,3217
Democratic,Shawnee,2017-12-14,33038
Libertarian,Shawnee,2017-12-14,911
Republican,Shawnee,2017-12-14,40666
Unaffiliated,Shawnee,2017-12-14,31508
Democratic,Sheridan,2017-12-14,281
Libertarian,Sheridan,2017-12-14,3
Republican,Sheridan,2017-12-14,1220
Unaffiliated,Sheridan,2017-12-14,330
Democratic,Sherman,2017-12-14,407
Libertarian,Sherman,2017-12-14,20
Republican,Sherman,2017-12-14,2339
Unaffiliated,Sherman,2017-12-14,735
Democratic,Smith,2017-12-14,356
Libertarian,Smith,2017-12-14,7
Republican,Smith,2017-12-14,1901
Unaffiliated,Smith,2017-12-14,373
Democratic,Stafford,2017-12-14,349
Libertarian,Stafford,2017-12-14,20
Republican,Stafford,2017-12-14,1781
Unaffiliated,Stafford,2017-12-14,486
Democratic,Stanton,2017-12-14,181
Libertarian,Stanton,2017-12-14,17
Republican,Stanton,2017-12-14,763
Unaffiliated,Stanton,2017-12-14,206
Democratic,Stevens,2017-12-14,291
Libertarian,Stevens,2017-12-14,19
Republican,Stevens,2017-12-14,2227
Unaffiliated,Stevens,2017-12-14,429
Democratic,Sumner,2017-12-14,3330
Libertarian,Sumner,2017-12-14,169
Republican,Sumner,2017-12-14,7804
Unaffiliated,Sumner,2017-12-14,5353
Democratic,Thomas,2017-12-14,548
Libertarian,Thomas,2017-12-14,27
Republican,Thomas,2017-12-14,3186
Unaffiliated,Thomas,2017-12-14,1085
Democratic,Trego,2017-12-14,370
Libertarian,Trego,2017-12-14,14
Republican,Trego,2017-12-14,1248
Unaffiliated,Trego,2017-12-14,490
Democratic,Wabaunsee,2017-12-14,771
Libertarian,Wabaunsee,2017-12-14,34
Republican,Wabaunsee,2017-12-14,2955
Unaffiliated,Wabaunsee,2017-12-14,1039
Democratic,Wallace,2017-12-14,66
Libertarian,Wallace,2017-12-14,1
Republican,Wallace,2017-12-14,857
Unaffiliated,Wallace,2017-12-14,133
Democratic,Washington,2017-12-14,298
Libertarian,Washington,2017-12-14,9
Republican,Washington,2017-12-14,2737
Unaffiliated,Washington,2017-12-14,349
Democratic,Wichita,2017-12-14,155
Libertarian,Wichita,2017-12-14,11
Republican,Wichita,2017-12-14,859
Unaffiliated,Wichita,2017-12-14,343
Democratic,Wilson,2017-12-14,689
Libertarian,Wilson,2017-12-14,49
Republican,Wilson,2017-12-14,3262
Unaffiliated,Wilson,2017-12-14,1072
Democratic,Woodson,2017-12-14,336
Libertarian,Woodson,2017-12-14,16
Republican,Woodson,2017-12-14,1320
Unaffiliated,Woodson,2017-12-14,497
Democratic,Wyandotte,2017-12-14,39055
Libertarian,Wyandotte,2017-12-14,612
Republican,Wyandotte,2017-12-14,13999
Unaffiliated,Wyandotte,2017-12-14,25281
Democratic,Allen,2018-01-09,1550
Libertarian,Allen,2018-01-09,62
Republican,Allen,2018-01-09,4193
Unaffiliated,Allen,2018-01-09,2674
Democratic,Anderson,2018-01-09,1159
Libertarian,Anderson,2018-01-09,55
Republican,Anderson,2018-01-09,2214
Unaffiliated,Anderson,2018-01-09,1925
Democratic,Atchison,2018-01-09,3132
Libertarian,Atchison,2018-01-09,62
Republican,Atchison,2018-01-09,4138
Unaffiliated,Atchison,2018-01-09,4008
Democratic,Barber,2018-01-09,414
Libertarian,Barber,2018-01-09,13
Republican,Barber,2018-01-09,2061
Unaffiliated,Barber,2018-01-09,373
Democratic,Barton,2018-01-09,2895
Libertarian,Barton,2018-01-09,102
Republican,Barton,2018-01-09,9752
Unaffiliated,Barton,2018-01-09,4643
Democratic,Bourbon,2018-01-09,2801
Libertarian,Bourbon,2018-01-09,77
Republican,Bourbon,2018-01-09,4962
Unaffiliated,Bourbon,2018-01-09,3892
Democratic,Brown,2018-01-09,1057
Libertarian,Brown,2018-01-09,42
Republican,Brown,2018-01-09,3474
Unaffiliated,Brown,2018-01-09,1508
Democratic,Butler,2018-01-09,6915
Libertarian,Butler,2018-01-09,359
Republican,Butler,2018-01-09,21116
Unaffiliated,Butler,2018-01-09,12301
Democratic,Chase,2018-01-09,285
Libertarian,Chase,2018-01-09,9
Republican,Chase,2018-01-09,1195
Unaffiliated,Chase,2018-01-09,292
Democratic,Chautauqua,2018-01-09,259
Libertarian,Chautauqua,2018-01-09,14
Republican,Chautauqua,2018-01-09,1632
Unaffiliated,Chautauqua,2018-01-09,424
Democratic,Cherokee,2018-01-09,4220
Libertarian,Cherokee,2018-01-09,129
Republican,Cherokee,2018-01-09,6034
Unaffiliated,Cherokee,2018-01-09,5312
Democratic,Cheyenne,2018-01-09,215
Libertarian,Cheyenne,2018-01-09,9
Republican,Cheyenne,2018-01-09,1434
Unaffiliated,Cheyenne,2018-01-09,237
Democratic,Clark,2018-01-09,209
Libertarian,Clark,2018-01-09,8
Republican,Clark,2018-01-09,958
Unaffiliated,Clark,2018-01-09,279
Democratic,Clay,2018-01-09,578
Libertarian,Clay,2018-01-09,42
Republican,Clay,2018-01-09,3767
Unaffiliated,Clay,2018-01-09,1222
Democratic,Cloud,2018-01-09,982
Libertarian,Cloud,2018-01-09,46
Republican,Cloud,2018-01-09,3463
Unaffiliated,Cloud,2018-01-09,1383
Democratic,Coffey,2018-01-09,897
Libertarian,Coffey,2018-01-09,42
Republican,Coffey,2018-01-09,3661
Unaffiliated,Coffey,2018-01-09,1402
Democratic,Comanche,2018-01-09,149
Libertarian,Comanche,2018-01-09,4
Republican,Comanche,2018-01-09,808
Unaffiliated,Comanche,2018-01-09,115
Democratic,Cowley,2018-01-09,4538
Libertarian,Cowley,2018-01-09,128
Republican,Cowley,2018-01-09,9388
Unaffiliated,Cowley,2018-01-09,5201
Democratic,Crawford,2018-01-09,7848
Libertarian,Crawford,2018-01-09,206
Republican,Crawford,2018-01-09,8100
Unaffiliated,Crawford,2018-01-09,9201
Democratic,Decatur,2018-01-09,271
Libertarian,Decatur,2018-01-09,8
Republican,Decatur,2018-01-09,1447
Unaffiliated,Decatur,2018-01-09,386
Democratic,Dickinson,2018-01-09,1807
Libertarian,Dickinson,2018-01-09,111
Republican,Dickinson,2018-01-09,7272
Unaffiliated,Dickinson,2018-01-09,3381
Democratic,Doniphan,2018-01-09,720
Libertarian,Doniphan,2018-01-09,28
Republican,Doniphan,2018-01-09,2865
Unaffiliated,Doniphan,2018-01-09,1341
Democratic,Douglas,2018-01-09,27583
Libertarian,Douglas,2018-01-09,867
Republican,Douglas,2018-01-09,20273
Unaffiliated,Douglas,2018-01-09,26024
Democratic,Edwards,2018-01-09,286
Libertarian,Edwards,2018-01-09,11
Republican,Edwards,2018-01-09,1213
Unaffiliated,Edwards,2018-01-09,382
Democratic,Elk,2018-01-09,329
Libertarian,Elk,2018-01-09,7
Republican,Elk,2018-01-09,1138
Unaffiliated,Elk,2018-01-09,321
Democratic,Ellis,2018-01-09,4005
Libertarian,Ellis,2018-01-09,171
Republican,Ellis,2018-01-09,8376
Unaffiliated,Ellis,2018-01-09,4695
Democratic,Ellsworth,2018-01-09,818
Libertarian,Ellsworth,2018-01-09,19
Republican,Ellsworth,2018-01-09,2350
Unaffiliated,Ellsworth,2018-01-09,932
Democratic,Finney,2018-01-09,4149
Libertarian,Finney,2018-01-09,176
Republican,Finney,2018-01-09,8442
Unaffiliated,Finney,2018-01-09,7060
Democratic,Ford,2018-01-09,3391
Libertarian,Ford,2018-01-09,147
Republican,Ford,2018-01-09,6275
Unaffiliated,Ford,2018-01-09,5028
Democratic,Franklin,2018-01-09,3713
Libertarian,Franklin,2018-01-09,199
Republican,Franklin,2018-01-09,8958
Unaffiliated,Franklin,2018-01-09,5360
Democratic,Geary,2018-01-09,4444
Libertarian,Geary,2018-01-09,151
Republican,Geary,2018-01-09,5954
Unaffiliated,Geary,2018-01-09,5691
Democratic,Gove,2018-01-09,261
Libertarian,Gove,2018-01-09,3
Republican,Gove,2018-01-09,1261
Unaffiliated,Gove,2018-01-09,319
Democratic,Graham,2018-01-09,223
Libertarian,Graham,2018-01-09,13
Republican,Graham,2018-01-09,1286
Unaffiliated,Graham,2018-01-09,265
Democratic,Grant,2018-01-09,492
Libertarian,Grant,2018-01-09,31
Republican,Grant,2018-01-09,2226
Unaffiliated,Grant,2018-01-09,826
Democratic,Gray,2018-01-09,444
Libertarian,Gray,2018-01-09,31
Republican,Gray,2018-01-09,1827
Unaffiliated,Gray,2018-01-09,678
Democratic,Greeley,2018-01-09,49
Libertarian,Greeley,2018-01-09,1
Republican,Greeley,2018-01-09,721
Unaffiliated,Greeley,2018-01-09,91
Democratic,Greenwood,2018-01-09,589
Libertarian,Greenwood,2018-01-09,16
Republican,Greenwood,2018-01-09,2628
Unaffiliated,Greenwood,2018-01-09,1580
Democratic,Hamilton,2018-01-09,140
Libertarian,Hamilton,2018-01-09,9
Republican,Hamilton,2018-01-09,883
Unaffiliated,Hamilton,2018-01-09,256
Democratic,Harper,2018-01-09,644
Libertarian,Harper,2018-01-09,24
Republican,Harper,2018-01-09,2454
Unaffiliated,Harper,2018-01-09,950
Democratic,Harvey,2018-01-09,4267
Libertarian,Harvey,2018-01-09,165
Republican,Harvey,2018-01-09,10673
Unaffiliated,Harvey,2018-01-09,5930
Democratic,Haskell,2018-01-09,275
Libertarian,Haskell,2018-01-09,6
Republican,Haskell,2018-01-09,1516
Unaffiliated,Haskell,2018-01-09,581
Democratic,Hodgeman,2018-01-09,183
Libertarian,Hodgeman,2018-01-09,1
Republican,Hodgeman,2018-01-09,988
Unaffiliated,Hodgeman,2018-01-09,231
Democratic,Jackson,2018-01-09,1788
Libertarian,Jackson,2018-01-09,45
Republican,Jackson,2018-01-09,4062
Unaffiliated,Jackson,2018-01-09,2414
Democratic,Jefferson,2018-01-09,2822
Libertarian,Jefferson,2018-01-09,106
Republican,Jefferson,2018-01-09,6056
Unaffiliated,Jefferson,2018-01-09,4461
Democratic,Jewell,2018-01-09,229
Libertarian,Jewell,2018-01-09,15
Republican,Jewell,2018-01-09,1431
Unaffiliated,Jewell,2018-01-09,459
Democratic,Johnson,2018-01-09,97332
Libertarian,Johnson,2018-01-09,4228
Republican,Johnson,2018-01-09,178708
Unaffiliated,Johnson,2018-01-09,118916
Democratic,Kearny,2018-01-09,278
Libertarian,Kearny,2018-01-09,8
Republican,Kearny,2018-01-09,1346
Unaffiliated,Kearny,2018-01-09,491
Democratic,Kingman,2018-01-09,779
Libertarian,Kingman,2018-01-09,32
Republican,Kingman,2018-01-09,2800
Unaffiliated,Kingman,2018-01-09,1075
Democratic,Kiowa,2018-01-09,131
Libertarian,Kiowa,2018-01-09,9
Republican,Kiowa,2018-01-09,1006
Unaffiliated,Kiowa,2018-01-09,149
Democratic,Labette,2018-01-09,3049
Libertarian,Labette,2018-01-09,90
Republican,Labette,2018-01-09,5229
Unaffiliated,Labette,2018-01-09,5017
Democratic,Lane,2018-01-09,147
Libertarian,Lane,2018-01-09,8
Republican,Lane,2018-01-09,927
Unaffiliated,Lane,2018-01-09,216
Democratic,Leavenworth,2018-01-09,10734
Libertarian,Leavenworth,2018-01-09,373
Republican,Leavenworth,2018-01-09,17071
Unaffiliated,Leavenworth,2018-01-09,15087
Democratic,Lincoln,2018-01-09,248
Libertarian,Lincoln,2018-01-09,26
Republican,Lincoln,2018-01-09,1423
Unaffiliated,Lincoln,2018-01-09,412
Democratic,Linn,2018-01-09,1149
Libertarian,Linn,2018-01-09,62
Republican,Linn,2018-01-09,3768
Unaffiliated,Linn,2018-01-09,1829
Democratic,Logan,2018-01-09,203
Libertarian,Logan,2018-01-09,8
Republican,Logan,2018-01-09,1391
Unaffiliated,Logan,2018-01-09,293
Democratic,Lyon,2018-01-09,4776
Libertarian,Lyon,2018-01-09,181
Republican,Lyon,2018-01-09,7524
Unaffiliated,Lyon,2018-01-09,7080
Democratic,Marion,2018-01-09,1080
Libertarian,Marion,2018-01-09,36
Republican,Marion,2018-01-09,4812
Unaffiliated,Marion,2018-01-09,1963
Democratic,Marshall,2018-01-09,1444
Libertarian,Marshall,2018-01-09,34
Republican,Marshall,2018-01-09,3290
Unaffiliated,Marshall,2018-01-09,1692
Democratic,McPherson,2018-01-09,2652
Libertarian,McPherson,2018-01-09,144
Republican,McPherson,2018-01-09,9993
Unaffiliated,McPherson,2018-01-09,4163
Democratic,Meade,2018-01-09,347
Libertarian,Meade,2018-01-09,16
Republican,Meade,2018-01-09,2183
Unaffiliated,Meade,2018-01-09,638
Democratic,Miami,2018-01-09,4431
Libertarian,Miami,2018-01-09,220
Republican,Miami,2018-01-09,10801
Unaffiliated,Miami,2018-01-09,7309
Democratic,Mitchell,2018-01-09,621
Libertarian,Mitchell,2018-01-09,13
Republican,Mitchell,2018-01-09,2578
Unaffiliated,Mitchell,2018-01-09,859
Democratic,Montgomery,2018-01-09,4165
Libertarian,Montgomery,2018-01-09,171
Republican,Montgomery,2018-01-09,10047
Unaffiliated,Montgomery,2018-01-09,4662
Democratic,Morris,2018-01-09,661
Libertarian,Morris,2018-01-09,29
Republican,Morris,2018-01-09,2126
Unaffiliated,Morris,2018-01-09,943
Democratic,Morton,2018-01-09,251
Libertarian,Morton,2018-01-09,9
Republican,Morton,2018-01-09,1342
Unaffiliated,Morton,2018-01-09,336
Democratic,Nemaha,2018-01-09,1428
Libertarian,Nemaha,2018-01-09,42
Republican,Nemaha,2018-01-09,3853
Unaffiliated,Nemaha,2018-01-09,1868
Democratic,Neosho,2018-01-09,2280
Libertarian,Neosho,2018-01-09,111
Republican,Neosho,2018-01-09,5245
Unaffiliated,Neosho,2018-01-09,3895
Democratic,Ness,2018-01-09,294
Libertarian,Ness,2018-01-09,6
Republican,Ness,2018-01-09,1330
Unaffiliated,Ness,2018-01-09,309
Democratic,Norton,2018-01-09,394
Libertarian,Norton,2018-01-09,16
Republican,Norton,2018-01-09,2182
Unaffiliated,Norton,2018-01-09,723
Democratic,Osage,2018-01-09,2214
Libertarian,Osage,2018-01-09,100
Republican,Osage,2018-01-09,5359
Unaffiliated,Osage,2018-01-09,3342
Democratic,Osborne,2018-01-09,438
Libertarian,Osborne,2018-01-09,14
Republican,Osborne,2018-01-09,1633
Unaffiliated,Osborne,2018-01-09,618
Democratic,Ottawa,2018-01-09,499
Libertarian,Ottawa,2018-01-09,38
Republican,Ottawa,2018-01-09,2671
Unaffiliated,Ottawa,2018-01-09,1044
Democratic,Pawnee,2018-01-09,706
Libertarian,Pawnee,2018-01-09,19
Republican,Pawnee,2018-01-09,2305
Unaffiliated,Pawnee,2018-01-09,808
Democratic,Phillips,2018-01-09,329
Libertarian,Phillips,2018-01-09,12
Republican,Phillips,2018-01-09,2720
Unaffiliated,Phillips,2018-01-09,548
Democratic,Pottawatomie,2018-01-09,2059
Libertarian,Pottawatomie,2018-01-09,115
Republican,Pottawatomie,2018-01-09,9110
Unaffiliated,Pottawatomie,2018-01-09,3573
Democratic,Pratt,2018-01-09,800
Libertarian,Pratt,2018-01-09,44
Republican,Pratt,2018-01-09,3437
Unaffiliated,Pratt,2018-01-09,814
Democratic,Rawlins,2018-01-09,234
Libertarian,Rawlins,2018-01-09,12
Republican,Rawlins,2018-01-09,1494
Unaffiliated,Rawlins,2018-01-09,353
Democratic,Reno,2018-01-09,8956
Libertarian,Reno,2018-01-09,356
Republican,Reno,2018-01-09,19369
Unaffiliated,Reno,2018-01-09,11996
Democratic,Republic,2018-01-09,463
Libertarian,Republic,2018-01-09,12
Republican,Republic,2018-01-09,2436
Unaffiliated,Republic,2018-01-09,636
Democratic,Rice,2018-01-09,870
Libertarian,Rice,2018-01-09,48
Republican,Rice,2018-01-09,3178
Unaffiliated,Rice,2018-01-09,1242
Democratic,Riley,2018-01-09,8016
Libertarian,Riley,2018-01-09,430
Republican,Riley,2018-01-09,14103
Unaffiliated,Riley,2018-01-09,10798
Democratic,Rooks,2018-01-09,382
