desc_party,district_ks,date,count
Democratic,28,2016-02-03,8212
Republican,28,2016-02-03,10246
Libertarian,28,2016-02-03,271
Unaffiliated,28,2016-02-03,13741
Democratic,28,2016-04-21,8678
Republican,28,2016-04-21,10284
Unaffiliated,28,2016-04-21,13687
Libertarian,28,2016-04-21,262
Unaffiliated,28,2016-06-02,13779
Libertarian,28,2016-06-02,268
Republican,28,2016-06-02,10273
Democratic,28,2016-06-02,8726
Unaffiliated,28,2016-08-02,14252
Libertarian,28,2016-08-02,275
Republican,28,2016-08-02,10406
Democratic,28,2016-08-02,8863
Libertarian,28,2016-10-06,295
Unaffiliated,28,2016-10-06,14167
Democratic,28,2016-10-06,9045
Republican,28,2016-10-06,10673
Unaffiliated,28,2017-01-12,14633
Republican,28,2017-01-12,10743
Libertarian,28,2017-01-12,324
Democratic,28,2017-01-12,9012
Democratic,28,2017-02-17,9016
Libertarian,28,2017-02-17,326
Unaffiliated,28,2017-02-17,14666
Republican,28,2017-02-17,10714
Libertarian,28,2017-03-07,330
Unaffiliated,28,2017-03-07,14684
Republican,28,2017-03-07,10714
Democratic,28,2017-03-07,9019
Republican,28,2017-04-03,10710
Libertarian,28,2017-04-03,333
Democratic,28,2017-04-03,9030
Unaffiliated,28,2017-04-03,14733
Democratic,28,2017-05-11,9001
Republican,28,2017-05-11,10722
Unaffiliated,28,2017-05-11,14814
Libertarian,28,2017-05-11,332
Libertarian,28,2017-06-06,333
Democratic,28,2017-06-06,8977
Unaffiliated,28,2017-06-06,14867
Republican,28,2017-06-06,10694
Libertarian,28,2017-06-23,335
Unaffiliated,28,2017-06-23,14869
Democratic,28,2017-06-23,8950
Republican,28,2017-06-23,10680
Republican,28,2017-08-02,10638
Democratic,28,2017-08-02,8926
Unaffiliated,28,2017-08-02,14934
Libertarian,28,2017-08-02,332
Democratic,28,2017-09-01,8663
Republican,28,2017-09-01,10392
Unaffiliated,28,2017-09-01,14414
Libertarian,28,2017-09-01,325
Democratic,28,2017-10-05,8679
Unaffiliated,28,2017-10-05,14501
Republican,28,2017-10-05,10416
Libertarian,28,2017-10-05,326
Democratic,28,2017-11-02,8696
Libertarian,28,2017-11-02,331
Republican,28,2017-11-02,10433
Unaffiliated,28,2017-11-02,14557
Republican,28,2017-12-14,10396
Libertarian,28,2017-12-14,330
Unaffiliated,28,2017-12-14,14618
Democratic,28,2017-12-14,8663
Democratic,29,2014-12-22,14525
Republican,29,2014-12-22,7004
Libertarian,29,2014-12-22,266
Unaffiliated,29,2014-12-22,12014
Unaffiliated,29,2015-06-11,12009
Republican,29,2015-06-11,6829
Libertarian,29,2015-06-11,264
Democratic,29,2015-06-11,14026
Democratic,29,2015-09-04,14009
Unaffiliated,29,2015-09-04,12164
Libertarian,29,2015-09-04,269
Republican,29,2015-09-04,6804
Libertarian,29,2015-11-05,271
Republican,29,2015-11-05,6732
Democratic,29,2015-11-05,13875
Unaffiliated,29,2015-11-05,12066
Unaffiliated,29,2015-11-19,11896
Libertarian,29,2015-11-19,270
Democratic,29,2015-11-19,13773
Republican,29,2015-11-19,6711
Unaffiliated,29,2016-02-03,11927
Republican,29,2016-02-03,6700
Libertarian,29,2016-02-03,276
Democratic,29,2016-02-03,13772
Libertarian,29,2016-04-21,265
Republican,29,2016-04-21,6707
Democratic,29,2016-04-21,14460
Unaffiliated,29,2016-04-21,11725
Unaffiliated,29,2016-06-02,11770
Republican,29,2016-06-02,6728
Libertarian,29,2016-06-02,267
Democratic,29,2016-06-02,14448
Republican,29,2016-08-02,6789
Democratic,29,2016-08-02,14587
Unaffiliated,29,2016-08-02,12004
Libertarian,29,2016-08-02,269
Unaffiliated,29,2016-10-06,12027
Republican,29,2016-10-06,6936
Libertarian,29,2016-10-06,276
Democratic,29,2016-10-06,14872
Unaffiliated,29,2017-01-12,12526
Republican,29,2017-01-12,6954
Libertarian,29,2017-01-12,288
Democratic,29,2017-01-12,14860
Unaffiliated,29,2017-02-17,12590
Democratic,29,2017-02-17,14858
Republican,29,2017-02-17,6966
Libertarian,29,2017-02-17,292
Libertarian,29,2017-03-07,294
Democratic,29,2017-03-07,14853
Unaffiliated,29,2017-03-07,12616
Republican,29,2017-03-07,6967
Libertarian,29,2017-04-03,294
Unaffiliated,29,2017-04-03,12657
Republican,29,2017-04-03,6965
Democratic,29,2017-04-03,14858
Libertarian,29,2017-05-11,291
Democratic,29,2017-05-11,14801
Unaffiliated,29,2017-05-11,12758
Republican,29,2017-05-11,6962
Libertarian,29,2017-06-06,290
Republican,29,2017-06-06,6965
Unaffiliated,29,2017-06-06,12777
Democratic,29,2017-06-06,14785
Unaffiliated,29,2017-06-23,12813
Libertarian,29,2017-06-23,290
Democratic,29,2017-06-23,14773
Republican,29,2017-06-23,6938
Libertarian,29,2017-08-02,290
Democratic,29,2017-08-02,14706
Unaffiliated,29,2017-08-02,12825
Republican,29,2017-08-02,6905
Democratic,29,2017-09-01,14335
Libertarian,29,2017-09-01,276
Unaffiliated,29,2017-09-01,12358
Republican,29,2017-09-01,6726
Libertarian,29,2017-10-05,270
Republican,29,2017-10-05,6726
Unaffiliated,29,2017-10-05,12391
Democratic,29,2017-10-05,14307
Unaffiliated,29,2017-11-02,12444
Republican,29,2017-11-02,6752
Libertarian,29,2017-11-02,269
Democratic,29,2017-11-02,14303
Unaffiliated,29,2017-12-14,12535
Libertarian,29,2017-12-14,272
Republican,29,2017-12-14,6730
Democratic,29,2017-12-14,14302
Unaffiliated,30,2014-12-22,13925
Democratic,30,2014-12-22,10412
Republican,30,2014-12-22,18741
Libertarian,30,2014-12-22,336
Democratic,30,2015-06-11,10079
Republican,30,2015-06-11,18375
Libertarian,30,2015-06-11,338
Unaffiliated,30,2015-06-11,13799
Libertarian,30,2015-09-04,341
Republican,30,2015-09-04,18298
Unaffiliated,30,2015-09-04,14075
Democratic,30,2015-09-04,10088
Republican,30,2015-11-05,18271
Libertarian,30,2015-11-05,338
Unaffiliated,30,2015-11-05,14022
Democratic,30,2015-11-05,10045
Libertarian,30,2015-11-19,339
Republican,30,2015-11-19,18206
Democratic,30,2015-11-19,10022
Unaffiliated,30,2015-11-19,13879
Republican,30,2016-02-03,18237
Democratic,30,2016-02-03,10088
Libertarian,30,2016-02-03,330
Unaffiliated,30,2016-02-03,14028
Libertarian,30,2016-04-21,324
Unaffiliated,30,2016-04-21,13967
Republican,30,2016-04-21,18235
Democratic,30,2016-04-21,10726
Republican,30,2016-06-02,18267
Libertarian,30,2016-06-02,327
Democratic,30,2016-06-02,10708
Unaffiliated,30,2016-06-02,14055
Republican,30,2016-08-02,18546
Libertarian,30,2016-08-02,347
Unaffiliated,30,2016-08-02,14329
Democratic,30,2016-08-02,10920
Unaffiliated,30,2016-10-06,14329
Republican,30,2016-10-06,18885
Libertarian,30,2016-10-06,375
Democratic,30,2016-10-06,11164
Republican,30,2017-01-12,18930
Democratic,30,2017-01-12,11268
Libertarian,30,2017-01-12,401
Unaffiliated,30,2017-01-12,14868
Unaffiliated,30,2017-02-17,14881
Democratic,30,2017-02-17,11283
Republican,30,2017-02-17,18873
Libertarian,30,2017-02-17,404
Republican,30,2017-03-07,18859
Libertarian,30,2017-03-07,404
Unaffiliated,30,2017-03-07,14952
Democratic,30,2017-03-07,11295
Unaffiliated,30,2017-04-03,14934
Libertarian,30,2017-04-03,403
Democratic,30,2017-04-03,11251
Republican,30,2017-04-03,18831
Republican,30,2017-05-11,18779
Democratic,30,2017-05-11,11216
Unaffiliated,30,2017-05-11,15110
Libertarian,30,2017-05-11,395
Republican,30,2017-06-06,18763
Democratic,30,2017-06-06,11226
Unaffiliated,30,2017-06-06,15170
Libertarian,30,2017-06-06,396
Republican,30,2017-06-23,18775
Libertarian,30,2017-06-23,396
Unaffiliated,30,2017-06-23,15214
Democratic,30,2017-06-23,11238
Democratic,30,2017-08-02,11235
Libertarian,30,2017-08-02,401
Unaffiliated,30,2017-08-02,15272
Republican,30,2017-08-02,18768
Democratic,30,2017-09-01,10878
Libertarian,30,2017-09-01,390
Republican,30,2017-09-01,18319
Unaffiliated,30,2017-09-01,14659
Democratic,30,2017-10-05,10883
Unaffiliated,30,2017-10-05,14721
Libertarian,30,2017-10-05,396
Republican,30,2017-10-05,18301
Libertarian,30,2017-11-02,394
Democratic,30,2017-11-02,10854
Republican,30,2017-11-02,18266
Unaffiliated,30,2017-11-02,14732
Democratic,30,2017-12-14,10862
Republican,30,2017-12-14,18267
Unaffiliated,30,2017-12-14,14880
Libertarian,30,2017-12-14,392
Republican,31,2014-12-22,22215
Unaffiliated,31,2014-12-22,14124
Democratic,31,2014-12-22,8703
Libertarian,31,2014-12-22,303
Democratic,31,2015-06-11,8408
Unaffiliated,31,2015-06-11,13966
Republican,31,2015-06-11,21741
Libertarian,31,2015-06-11,308
Libertarian,31,2015-09-04,311
Democratic,31,2015-09-04,8401
Republican,31,2015-09-04,21742
Unaffiliated,31,2015-09-04,14105
Unaffiliated,31,2015-11-05,14141
Democratic,31,2015-11-05,8404
Republican,31,2015-11-05,21759
Libertarian,31,2015-11-05,319
Democratic,31,2015-11-19,8379
Unaffiliated,31,2015-11-19,14030
Libertarian,31,2015-11-19,318
Republican,31,2015-11-19,21712
Republican,31,2016-02-03,21757
Libertarian,31,2016-02-03,320
Democratic,31,2016-02-03,8395
Unaffiliated,31,2016-02-03,14104
Unaffiliated,31,2016-04-21,13990
Libertarian,31,2016-04-21,316
Democratic,31,2016-04-21,8840
Republican,31,2016-04-21,21841
Democratic,31,2016-06-02,8790
Libertarian,31,2016-06-02,317
Unaffiliated,31,2016-06-02,14023
Republican,31,2016-06-02,21871
Democratic,31,2016-08-02,8843
Libertarian,31,2016-08-02,327
Unaffiliated,31,2016-08-02,14100
Republican,31,2016-08-02,22067
Republican,31,2016-10-06,22764
Libertarian,31,2016-10-06,350
Democratic,31,2016-10-06,9022
Unaffiliated,31,2016-10-06,13839
Republican,31,2017-01-12,23000
Democratic,31,2017-01-12,9030
Unaffiliated,31,2017-01-12,14415
Libertarian,31,2017-01-12,391
Unaffiliated,31,2017-02-17,14065
Libertarian,31,2017-02-17,383
Democratic,31,2017-02-17,8856
Republican,31,2017-02-17,22730
Democratic,31,2017-03-07,8850
Republican,31,2017-03-07,22708
Unaffiliated,31,2017-03-07,14095
Libertarian,31,2017-03-07,382
Republican,31,2017-04-03,22681
Unaffiliated,31,2017-04-03,14114
Democratic,31,2017-04-03,8839
Libertarian,31,2017-04-03,383
Democratic,31,2017-05-11,8811
Republican,31,2017-05-11,22662
Unaffiliated,31,2017-05-11,14223
Libertarian,31,2017-05-11,384
Libertarian,31,2017-06-06,386
Republican,31,2017-06-06,22656
Democratic,31,2017-06-06,8802
Unaffiliated,31,2017-06-06,14247
Democratic,31,2017-06-23,8801
Libertarian,31,2017-06-23,386
Unaffiliated,31,2017-06-23,14276
Republican,31,2017-06-23,22616
Libertarian,31,2017-08-02,388
Democratic,31,2017-08-02,8808
Republican,31,2017-08-02,22608
Unaffiliated,31,2017-08-02,14338
Republican,31,2017-09-01,22399
Unaffiliated,31,2017-09-01,14207
Libertarian,31,2017-09-01,386
Democratic,31,2017-09-01,8720
Republican,31,2017-10-05,22399
Democratic,31,2017-10-05,8712
Libertarian,31,2017-10-05,389
Unaffiliated,31,2017-10-05,14295
Republican,31,2017-11-02,22377
Unaffiliated,31,2017-11-02,14336
Libertarian,31,2017-11-02,390
Democratic,31,2017-11-02,8700
Libertarian,31,2017-12-14,394
Unaffiliated,31,2017-12-14,14405
Republican,31,2017-12-14,22362
Democratic,31,2017-12-14,8695
Democratic,32,2014-12-22,9692
Unaffiliated,32,2014-12-22,12351
Republican,32,2014-12-22,21269
Libertarian,32,2014-12-22,297
Unaffiliated,32,2015-06-11,12034
Democratic,32,2015-06-11,9244
Republican,32,2015-06-11,20837
Libertarian,32,2015-06-11,287
Republican,32,2015-09-04,20794
Unaffiliated,32,2015-09-04,12080
Democratic,32,2015-09-04,9178
Libertarian,32,2015-09-04,294
Democratic,32,2015-11-05,9139
Republican,32,2015-11-05,20779
Unaffiliated,32,2015-11-05,12083
Libertarian,32,2015-11-05,298
Libertarian,32,2015-11-19,292
Democratic,32,2015-11-19,9108
Republican,32,2015-11-19,20753
Unaffiliated,32,2015-11-19,11985
Unaffiliated,32,2016-02-03,11629
Libertarian,32,2016-02-03,277
Democratic,32,2016-02-03,8840
Republican,32,2016-02-03,20049
Republican,32,2016-04-21,20832
Democratic,32,2016-04-21,9231
Libertarian,32,2016-04-21,278
Unaffiliated,32,2016-04-21,11942
Democratic,32,2016-06-02,9183
Unaffiliated,32,2016-06-02,11903
Republican,32,2016-06-02,20877
Libertarian,32,2016-06-02,276
Libertarian,32,2016-08-02,286
Unaffiliated,32,2016-08-02,12030
Democratic,32,2016-08-02,9225
Republican,32,2016-08-02,21046
Republican,32,2016-10-06,21694
Unaffiliated,32,2016-10-06,11570
Democratic,32,2016-10-06,9292
Libertarian,32,2016-10-06,297
Libertarian,32,2017-01-12,321
Unaffiliated,32,2017-01-12,11331
Republican,32,2017-01-12,21646
Democratic,32,2017-01-12,9019
Republican,32,2017-02-17,21667
Libertarian,32,2017-02-17,325
Unaffiliated,32,2017-02-17,11371
Democratic,32,2017-02-17,8998
Unaffiliated,32,2017-03-07,11392
Republican,32,2017-03-07,21682
Democratic,32,2017-03-07,8984
Libertarian,32,2017-03-07,326
Unaffiliated,32,2017-04-03,11350
Republican,32,2017-04-03,21627
Democratic,32,2017-04-03,8957
Libertarian,32,2017-04-03,327
Republican,32,2017-05-11,21607
Libertarian,32,2017-05-11,329
Unaffiliated,32,2017-05-11,11373
Democratic,32,2017-05-11,8925
Republican,32,2017-06-06,21593
Libertarian,32,2017-06-06,329
Democratic,32,2017-06-06,8909
Unaffiliated,32,2017-06-06,11392
Unaffiliated,32,2017-06-23,11395
Republican,32,2017-06-23,21553
Democratic,32,2017-06-23,8888
Libertarian,32,2017-06-23,328
Democratic,32,2017-08-02,8849
Libertarian,32,2017-08-02,328
Unaffiliated,32,2017-08-02,11410
Republican,32,2017-08-02,21533
Libertarian,32,2017-09-01,327
Unaffiliated,32,2017-09-01,11467
Republican,32,2017-09-01,21539
Democratic,32,2017-09-01,8844
Libertarian,32,2017-10-05,325
Unaffiliated,32,2017-10-05,11494
Republican,32,2017-10-05,21542
Democratic,32,2017-10-05,8823
Democratic,32,2017-11-02,8815
Libertarian,32,2017-11-02,323
Unaffiliated,32,2017-11-02,11506
Republican,32,2017-11-02,21545
Democratic,32,2017-12-14,8797
Libertarian,32,2017-12-14,326
Unaffiliated,32,2017-12-14,11563
Republican,32,2017-12-14,21518
Republican,33,2014-12-22,26885
Democratic,33,2014-12-22,7303
Unaffiliated,33,2014-12-22,10169
Libertarian,33,2014-12-22,218
Democratic,33,2015-06-11,7150
Republican,33,2015-06-11,26616
Unaffiliated,33,2015-06-11,10190
Libertarian,33,2015-06-11,223
Republican,33,2015-09-04,26429
Unaffiliated,33,2015-09-04,10165
Libertarian,33,2015-09-04,221
Democratic,33,2015-09-04,7063
Republican,33,2015-11-05,26387
Unaffiliated,33,2015-11-05,10174
Democratic,33,2015-11-05,7019
Libertarian,33,2015-11-05,222
Libertarian,33,2015-11-19,221
Unaffiliated,33,2015-11-19,10098
Democratic,33,2015-11-19,6994
Republican,33,2015-11-19,26377
Libertarian,33,2016-02-03,217
Republican,33,2016-02-03,26276
Democratic,33,2016-02-03,6915
Unaffiliated,33,2016-02-03,9976
Unaffiliated,33,2016-04-21,10021
Libertarian,33,2016-04-21,223
Republican,33,2016-04-21,26338
Democratic,33,2016-04-21,6977
Unaffiliated,33,2016-06-02,9904
Democratic,33,2016-06-02,6855
Republican,33,2016-06-02,26329
Libertarian,33,2016-06-02,231
Unaffiliated,33,2016-08-02,9905
Libertarian,33,2016-08-02,238
Democratic,33,2016-08-02,6881
Republican,33,2016-08-02,26546
Unaffiliated,33,2016-10-06,9387
Democratic,33,2016-10-06,6937
Republican,33,2016-10-06,27289
Libertarian,33,2016-10-06,247
Democratic,33,2017-01-12,6795
Unaffiliated,33,2017-01-12,9242
Republican,33,2017-01-12,27224
Libertarian,33,2017-01-12,260
Republican,33,2017-02-17,27210
Unaffiliated,33,2017-02-17,9270
Libertarian,33,2017-02-17,258
Democratic,33,2017-02-17,6779
Unaffiliated,33,2017-03-07,9290
Libertarian,33,2017-03-07,259
Republican,33,2017-03-07,27190
Democratic,33,2017-03-07,6766
Republican,33,2017-04-03,27167
Democratic,33,2017-04-03,6751
Unaffiliated,33,2017-04-03,9291
Libertarian,33,2017-04-03,258
Democratic,33,2017-05-11,6703
Unaffiliated,33,2017-05-11,9274
Libertarian,33,2017-05-11,260
Republican,33,2017-05-11,27073
Republican,33,2017-06-06,26986
Democratic,33,2017-06-06,6664
Libertarian,33,2017-06-06,261
Unaffiliated,33,2017-06-06,9259
Unaffiliated,33,2017-06-23,9281
Republican,33,2017-06-23,26971
Democratic,33,2017-06-23,6660
Libertarian,33,2017-06-23,260
Libertarian,33,2017-08-02,260
Democratic,33,2017-08-02,6614
Unaffiliated,33,2017-08-02,9277
Republican,33,2017-08-02,26878
Democratic,33,2017-09-01,6591
Unaffiliated,33,2017-09-01,9237
Republican,33,2017-09-01,26862
Libertarian,33,2017-09-01,259
Libertarian,33,2017-10-05,258
Democratic,33,2017-10-05,6575
Unaffiliated,33,2017-10-05,9240
Republican,33,2017-10-05,26807
Democratic,33,2017-11-02,6561
Libertarian,33,2017-11-02,258
Republican,33,2017-11-02,26827
Unaffiliated,33,2017-11-02,9275
Democratic,33,2017-12-14,6519
Libertarian,33,2017-12-14,258
Republican,33,2017-12-14,26821
Unaffiliated,33,2017-12-14,9296
Libertarian,34,2014-12-22,338
Unaffiliated,34,2014-12-22,14013
Democratic,34,2014-12-22,10206
Republican,34,2014-12-22,21167
Democratic,34,2015-06-11,10179
Republican,34,2015-06-11,21230
Libertarian,34,2015-06-11,348
Unaffiliated,34,2015-06-11,14165
Libertarian,34,2015-09-04,338
Democratic,34,2015-09-04,9980
Republican,34,2015-09-04,20886
Unaffiliated,34,2015-09-04,13955
Unaffiliated,34,2015-11-05,13860
Libertarian,34,2015-11-05,338
Republican,34,2015-11-05,20653
Democratic,34,2015-11-05,9870
Republican,34,2015-11-19,20642
Libertarian,34,2015-11-19,343
Unaffiliated,34,2015-11-19,13849
Democratic,34,2015-11-19,9852
Unaffiliated,34,2016-02-03,12501
Republican,34,2016-02-03,18231
Libertarian,34,2016-02-03,315
Democratic,34,2016-02-03,9115
Libertarian,34,2016-04-21,321
Republican,34,2016-04-21,20684
Democratic,34,2016-04-21,9978
Unaffiliated,34,2016-04-21,13450
Democratic,34,2016-06-02,9738
Unaffiliated,34,2016-06-02,13322
Libertarian,34,2016-06-02,319
Republican,34,2016-06-02,20755
Democratic,34,2016-08-02,9757
Unaffiliated,34,2016-08-02,13445
Republican,34,2016-08-02,21008
Libertarian,34,2016-08-02,328
Libertarian,34,2016-10-06,339
Unaffiliated,34,2016-10-06,12671
Democratic,34,2016-10-06,9939
Republican,34,2016-10-06,21976
Republican,34,2017-01-12,22103
Democratic,34,2017-01-12,9847
Libertarian,34,2017-01-12,369
Unaffiliated,34,2017-01-12,12889
Democratic,34,2017-02-17,9845
Republican,34,2017-02-17,22088
Unaffiliated,34,2017-02-17,12951
Libertarian,34,2017-02-17,372
Republican,34,2017-03-07,22069
Democratic,34,2017-03-07,9821
Unaffiliated,34,2017-03-07,12959
Libertarian,34,2017-03-07,374
Republican,34,2017-04-03,21875
Unaffiliated,34,2017-04-03,12791
Democratic,34,2017-04-03,9734
Libertarian,34,2017-04-03,374
Libertarian,34,2017-05-11,378
Democratic,34,2017-05-11,9697
Unaffiliated,34,2017-05-11,12776
Republican,34,2017-05-11,21831
Republican,34,2017-06-06,21813
Unaffiliated,34,2017-06-06,12781
Libertarian,34,2017-06-06,379
Democratic,34,2017-06-06,9686
Libertarian,34,2017-06-23,381
Democratic,34,2017-06-23,9666
Republican,34,2017-06-23,21757
Unaffiliated,34,2017-06-23,12747
Libertarian,34,2017-08-02,378
Republican,34,2017-08-02,21474
Democratic,34,2017-08-02,9591
Unaffiliated,34,2017-08-02,12671
Unaffiliated,34,2017-09-01,12658
Republican,34,2017-09-01,21394
Democratic,34,2017-09-01,9559
Libertarian,34,2017-09-01,375
Libertarian,34,2017-10-05,375
Democratic,34,2017-10-05,9545
Republican,34,2017-10-05,21350
Unaffiliated,34,2017-10-05,12702
Unaffiliated,34,2017-11-02,12719
Libertarian,34,2017-11-02,373
Republican,34,2017-11-02,21334
Democratic,34,2017-11-02,9532
Unaffiliated,34,2017-12-14,12747
Democratic,34,2017-12-14,9489
Libertarian,34,2017-12-14,377
Republican,34,2017-12-14,21291
Unaffiliated,35,2014-12-22,10050
Libertarian,35,2014-12-22,288
Democratic,35,2014-12-22,7181
Republican,35,2014-12-22,24695
Unaffiliated,35,2015-06-11,10294
Democratic,35,2015-06-11,7099
Libertarian,35,2015-06-11,300
Republican,35,2015-06-11,24540
Republican,35,2015-09-04,24396
Democratic,35,2015-09-04,7043
Libertarian,35,2015-09-04,300
Unaffiliated,35,2015-09-04,10325
Democratic,35,2015-11-05,6999
Libertarian,35,2015-11-05,295
Unaffiliated,35,2015-11-05,10269
Republican,35,2015-11-05,24256
Democratic,35,2015-11-19,6993
Libertarian,35,2015-11-19,294
Republican,35,2015-11-19,24252
Unaffiliated,35,2015-11-19,10277
Unaffiliated,35,2016-02-03,10346
Republican,35,2016-02-03,24281
Libertarian,35,2016-02-03,293
Democratic,35,2016-02-03,6980
Republican,35,2016-04-21,24326
Libertarian,35,2016-04-21,290
Democratic,35,2016-04-21,7127
Unaffiliated,35,2016-04-21,10362
Democratic,35,2016-06-02,7029
Libertarian,35,2016-06-02,288
Republican,35,2016-06-02,24243
Unaffiliated,35,2016-06-02,10296
Libertarian,35,2016-08-02,300
Republican,35,2016-08-02,24506
Unaffiliated,35,2016-08-02,10403
Democratic,35,2016-08-02,7068
Unaffiliated,35,2016-10-06,9857
Libertarian,35,2016-10-06,301
Democratic,35,2016-10-06,7189
Republican,35,2016-10-06,25391
Republican,35,2017-01-12,25565
Democratic,35,2017-01-12,7120
Libertarian,35,2017-01-12,322
Unaffiliated,35,2017-01-12,10223
Republican,35,2017-02-17,25585
Democratic,35,2017-02-17,7117
Libertarian,35,2017-02-17,322
Unaffiliated,35,2017-02-17,10294
Republican,35,2017-03-07,25574
Unaffiliated,35,2017-03-07,10312
Libertarian,35,2017-03-07,323
Democratic,35,2017-03-07,7108
Libertarian,35,2017-04-03,324
Democratic,35,2017-04-03,7096
Unaffiliated,35,2017-04-03,10345
Republican,35,2017-04-03,25566
Republican,35,2017-05-11,25337
Unaffiliated,35,2017-05-11,10197
Libertarian,35,2017-05-11,314
Democratic,35,2017-05-11,6965
Democratic,35,2017-06-06,6938
Unaffiliated,35,2017-06-06,10198
Libertarian,35,2017-06-06,313
Republican,35,2017-06-06,25267
Republican,35,2017-06-23,25243
Democratic,35,2017-06-23,6922
Unaffiliated,35,2017-06-23,10211
Libertarian,35,2017-06-23,314
Unaffiliated,35,2017-08-02,10215
Democratic,35,2017-08-02,6892
Republican,35,2017-08-02,25166
Libertarian,35,2017-08-02,307
Republican,35,2017-09-01,25055
Democratic,35,2017-09-01,6836
Libertarian,35,2017-09-01,307
Unaffiliated,35,2017-09-01,10114
Democratic,35,2017-10-05,6785
Republican,35,2017-10-05,25005
Unaffiliated,35,2017-10-05,10099
Libertarian,35,2017-10-05,302
Republican,35,2017-11-02,24999
Unaffiliated,35,2017-11-02,10129
Democratic,35,2017-11-02,6781
Libertarian,35,2017-11-02,301
Unaffiliated,35,2017-12-14,10207
Libertarian,35,2017-12-14,304
Republican,35,2017-12-14,24977
Democratic,35,2017-12-14,6757
Libertarian,36,2014-12-22,209
Unaffiliated,36,2014-12-22,9703
Republican,36,2014-12-22,30377
Democratic,36,2014-12-22,7037
Democratic,36,2015-06-11,6811
Republican,36,2015-06-11,29843
Libertarian,36,2015-06-11,208
Unaffiliated,36,2015-06-11,9577
Republican,36,2015-09-04,29715
Libertarian,36,2015-09-04,206
Democratic,36,2015-09-04,6771
Unaffiliated,36,2015-09-04,9576
Libertarian,36,2015-11-05,199
Democratic,36,2015-11-05,6721
Unaffiliated,36,2015-11-05,9551
Republican,36,2015-11-05,29604
Libertarian,36,2015-11-19,200
Unaffiliated,36,2015-11-19,9586
Democratic,36,2015-11-19,6715
Republican,36,2015-11-19,29615
Republican,36,2016-02-03,29600
Libertarian,36,2016-02-03,196
Democratic,36,2016-02-03,6655
Unaffiliated,36,2016-02-03,9599
Libertarian,36,2016-04-21,201
Republican,36,2016-04-21,29440
Unaffiliated,36,2016-04-21,9407
Democratic,36,2016-04-21,6563
Democratic,36,2016-06-02,6500
Unaffiliated,36,2016-06-02,9384
Republican,36,2016-06-02,29367
Libertarian,36,2016-06-02,205
Democratic,36,2016-08-02,6527
Unaffiliated,36,2016-08-02,9448
Republican,36,2016-08-02,29538
Libertarian,36,2016-08-02,211
Republican,36,2016-10-06,30230
Democratic,36,2016-10-06,6556
Unaffiliated,36,2016-10-06,8918
Libertarian,36,2016-10-06,219
Unaffiliated,36,2017-01-12,9028
Democratic,36,2017-01-12,6497
Libertarian,36,2017-01-12,246
Republican,36,2017-01-12,30241
Libertarian,36,2017-02-17,246
Republican,36,2017-02-17,30183
Unaffiliated,36,2017-02-17,9045
Democratic,36,2017-02-17,6461
Unaffiliated,36,2017-03-07,9052
Republican,36,2017-03-07,30158
Democratic,36,2017-03-07,6450
Libertarian,36,2017-03-07,246
Republican,36,2017-04-03,30096
Libertarian,36,2017-04-03,244
Democratic,36,2017-04-03,6438
Unaffiliated,36,2017-04-03,9027
Unaffiliated,36,2017-05-11,9023
Democratic,36,2017-05-11,6393
Republican,36,2017-05-11,30025
Libertarian,36,2017-05-11,241
Democratic,36,2017-06-06,6254
Libertarian,36,2017-06-06,241
Republican,36,2017-06-06,29441
Unaffiliated,36,2017-06-06,8821
Democratic,36,2017-06-23,6356
Libertarian,36,2017-06-23,245
Republican,36,2017-06-23,29899
Unaffiliated,36,2017-06-23,8999
Republican,36,2017-08-02,29820
Unaffiliated,36,2017-08-02,9009
Democratic,36,2017-08-02,6331
Libertarian,36,2017-08-02,245
Unaffiliated,36,2017-09-01,9031
Republican,36,2017-09-01,29779
Libertarian,36,2017-09-01,244
Democratic,36,2017-09-01,6332
Libertarian,36,2017-10-05,245
Unaffiliated,36,2017-10-05,9045
Republican,36,2017-10-05,29767
Democratic,36,2017-10-05,6317
Republican,36,2017-11-02,29768
Democratic,36,2017-11-02,6309
Libertarian,36,2017-11-02,244
Unaffiliated,36,2017-11-02,9084
Republican,36,2017-12-14,29751
Democratic,36,2017-12-14,6306
Unaffiliated,36,2017-12-14,9114
Libertarian,36,2017-12-14,246
Democratic,37,2014-12-22,8670
Republican,37,2014-12-22,24461
Libertarian,37,2014-12-22,403
Unaffiliated,37,2014-12-22,14733
Republican,37,2015-06-11,24545
Democratic,37,2015-06-11,8638
Unaffiliated,37,2015-06-11,14953
Libertarian,37,2015-06-11,425
Libertarian,37,2015-09-04,426
Unaffiliated,37,2015-09-04,15116
Republican,37,2015-09-04,24627
Democratic,37,2015-09-04,8678
Republican,37,2015-11-05,24691
Democratic,37,2015-11-05,8665
Unaffiliated,37,2015-11-05,15104
Libertarian,37,2015-11-05,413
Unaffiliated,37,2015-11-19,15130
Libertarian,37,2015-11-19,416
Democratic,37,2015-11-19,8680
Republican,37,2015-11-19,24717
Unaffiliated,37,2016-02-03,15173
Democratic,37,2016-02-03,8722
Republican,37,2016-02-03,24859
Libertarian,37,2016-02-03,409
Unaffiliated,37,2016-04-21,15149
Libertarian,37,2016-04-21,410
Democratic,37,2016-04-21,9162
